0	1987
1	1669
2	2290
3	2483
4	1093
5	2933
6	1942
7	2116
8	1969
9	1728
10	2257
11	2620
12	2949
13	2044
14	1901
15	2699
16	2491
17	2905
18	1696
19	1738
20	1573
21	2423
22	3110
23	2993
24	2723
25	2330
26	1935
27	1755
28	2889
29	2458
30	3022
31	2391
32	2996
33	2124
34	1287
35	2023
36	1240
37	2180
38	2379
39	2162
40	1458
41	2600
42	1801
43	2880
44	1995
45	1871
46	3103
47	2482
48	1888
49	3148
50	2260
51	2555
52	2899
53	2055
54	1903
55	2614
56	2283
57	2348
58	2107
59	3306
60	2977
61	1992
62	2341
63	2946
64	3111
65	2907
66	2760
67	2482
68	1994
69	2728
70	1917
71	1781
72	2707
73	2803
74	1914
75	2027
76	2960
77	1581
78	1829
79	2961
80	2711
81	3029
82	3115
83	1963
84	1915
85	2070
86	3264
87	3490
88	2823
89	3219
90	1545
91	3028
92	2236
93	2974
94	2518
95	2004
96	2212
97	2859
98	1622
99	1625
100	3248
101	3064
102	2925
103	3289
104	1838
105	1832
106	2520
107	3217
108	3259
109	2249
110	2437
111	3267
112	3063
113	3022
114	1950
115	3078
116	1971
117	3382
118	2819
119	2896
120	2709
121	2546
122	2482
123	2392
124	1890
125	3576
126	1840
127	1858
128	1788
129	3678
130	1989
131	2218
132	2817
133	2158
134	3196
135	3362
136	2347
137	2310
138	3533
139	1968
140	1925
141	3122
142	1961
143	3347
144	2476
145	3630
146	2965
147	2925
148	2518
149	2192
150	3670
151	3535
152	2663
153	3022
154	2908
155	3654
156	3627
157	2740
158	3909
159	3925
160	2274
161	3342
162	2771
163	3850
164	2197
165	3151
166	3629
167	2634
168	3759
169	3040
170	3160
171	3990
172	3915
173	3445
174	2273
175	2311
176	3418
177	3432
178	3309
179	3657
180	2367
181	3511
182	3653
183	2283
184	2998
185	3897
186	2293
187	2576
188	2412
189	2323
190	2884
191	3347
192	3633
193	3148
194	2852
195	3006
196	4036
197	2901
198	2893
199	3869
200	2851
201	3924
202	3574
203	4079
204	4081
205	3604
206	3474
207	2923
208	2543
209	2550
210	3935
211	4089
212	3962
213	3027
214	3438
215	3782
216	3987
217	3260
218	3325
219	2588
220	2516
221	4075
222	4101
223	3931
224	4166
225	3166
226	3276
227	3944
228	2453
229	3548
230	2752
231	4000
232	2552
233	2981
234	2618
235	2819
236	3997
237	4189
238	3862
239	2792
240	4298
241	3110
242	3734
243	3108
244	3502
245	2567
246	3541
247	2994
248	4017
249	4300
250	4416
251	3465
252	4459
253	2617
254	3132
255	2796
256	3946
257	2600
258	3323
259	4107
260	3106
261	4375
262	3504
263	3677
264	3547
265	2789
266	3360
267	3966
268	3833
269	4281
270	4411
271	4571
272	2738
273	3567
274	2697
275	4544
276	2741
277	3826
278	3344
279	3319
280	2841
281	4220
282	4225
283	4349
284	4213
285	4115
286	4421
287	3561
288	4324
289	4666
290	3891
291	4345
292	3488
293	4532
294	3568
295	3435
296	3282
297	3848
298	2924
299	3733
300	3324
301	2982
302	2989
303	4057
304	2928
305	3509
306	3659
307	4297
308	3056
309	3589
310	3956
311	3736
312	4019
313	4188
314	3832
315	3671
316	3317
317	3011
318	3976
319	4278
320	2930
321	3438
322	3365
323	3789
324	3411
325	3087
326	4564
327	3818
328	4099
329	3443
330	3741
331	4806
332	4299
333	4886
334	4394
335	3230
336	4373
337	4228
338	4387
339	4246
340	4493
341	3147
342	4656
343	4839
344	4127
345	3213
346	3974
347	3524
348	4897
349	4233
350	4289
351	4542
352	4576
353	4834
354	3323
355	3983
356	3826
357	4108
358	3197
359	3552
360	4665
361	5011
362	3654
363	3875
364	3206
365	4597
366	4673
367	3585
368	4595
369	5186
370	5034
371	3916
372	3704
373	5063
374	3429
375	4590
376	3624
377	4182
378	3626
379	4102
380	4806
381	5159
382	3442
383	3853
384	4603
385	5167
386	4322
387	4753
388	4803
389	5334
390	5282
391	3873
392	5122
393	3760
394	3944
395	3548
396	5356
397	3523
398	4864
399	5391
400	4058
401	4470
402	3585
403	5351
404	3724
405	5400
406	5391
407	5174
408	4936
409	5119
410	3950
411	5012
412	5458
413	3645
414	4841
415	5264
416	4995
417	5232
418	4367
419	3997
420	3858
421	5190
422	4380
423	3602
424	3656
425	5510
426	4511
427	3970
428	5023
429	3811
430	4304
431	4775
432	5343
433	5559
434	5505
435	4055
436	4855
437	3844
438	3808
439	4975
440	4442
441	3737
442	4382
443	4667
444	3780
445	5062
446	4483
447	5572
448	4284
449	5015
450	5302
451	5669
452	4197
453	4926
454	4803
455	3801
456	4973
457	3933
458	3853
459	4063
460	4383
461	5223
462	5344
463	4674
464	5507
465	5731
466	3816
467	5776
468	4012
469	5765
470	4774
471	4708
472	4193
473	5759
474	3863
475	5325
476	5346
477	4384
478	4146
479	4737
480	4100
481	4219
482	4789
483	5373
484	5093
485	4536
486	4655
487	5163
488	5047
489	4103
490	5386
491	5464
492	4475
493	4437
494	4585
495	4001
496	4102
497	5615
498	4990
499	5757
500	5794
501	5188
502	4735
503	5186
504	5963
505	5930
506	4073
507	4313
508	4655
509	4213
510	5215
511	5111
512	4956
513	4119
514	4640
515	4302
516	5041
517	4252
518	6098
519	4297
520	5181
521	4585
522	4221
523	5605
524	5635
525	5127
526	4680
527	5995
528	5847
529	4206
530	5143
531	5380
532	4869
533	5584
534	4488
535	5948
536	4495
537	4263
538	5432
539	5235
540	4804
541	5254
542	4895
543	5860
544	6035
545	4942
546	4827
547	5487
548	6219
549	5926
550	5953
551	5817
552	6171
553	5345
554	6012
555	5872
556	4768
557	4570
558	5858
559	5336
560	5928
561	5694
562	4980
563	5729
564	4715
565	6348
566	5918
567	5622
568	5424
569	5447
570	5360
571	5667
572	5661
573	5711
574	6422
575	4958
576	5475
577	4625
578	6392
579	6177
580	5695
581	5447
582	5232
583	4910
584	5037
585	5063
586	4850
587	5764
588	6453
589	5061
590	5985
591	6114
592	5124
593	4881
594	6277
595	4980
596	5026
597	5670
598	5714
599	5253
600	6469
601	6241
602	5552
603	5070
604	6292
605	6029
606	5562
607	4834
608	5622
609	6491
610	6513
611	5967
612	6628
613	6047
614	5979
615	5172
616	5272
617	5864
618	5825
619	5638
620	5087
621	6347
622	5943
623	6385
624	4749
625	4842
626	5177
627	6562
628	5116
629	6628
630	4972
631	6711
632	5198
633	6397
634	5114
635	6131
636	6784
637	6476
638	6808
639	5196
640	4953
641	6688
642	5007
643	5952
644	6643
645	6383
646	6297
647	6258
648	5622
649	5555
650	6839
651	5425
652	4923
653	6258
654	6392
655	6290
656	5057
657	5392
658	5941
659	5917
660	5916
661	5429
662	5969
663	6356
664	6044
665	6023
666	5945
667	6864
668	6839
669	5963
670	6349
671	5209
672	6326
673	5152
674	5294
675	6330
676	5544
677	6865
678	5750
679	6295
680	5916
681	6143
682	5732
683	5866
684	6205
685	5244
686	6619
687	5795
688	6267
689	5334
690	5694
691	6612
692	5697
693	6130
694	6502
695	6068
696	6196
697	6482
698	5736
699	6447
700	6380
701	6948
702	5398
703	6074
704	5979
705	6990
706	7196
707	6627
708	6704
709	7107
710	6939
711	6224
712	5874
713	7054
714	6728
715	6681
716	6559
717	7078
718	6710
719	5521
720	6839
721	6311
722	7214
723	6965
724	5414
725	6825
726	7025
727	7340
728	6627
729	6595
730	6701
731	6079
732	5539
733	5917
734	7062
735	6605
736	6601
737	6935
738	7085
739	6850
740	6081
741	5951
742	5959
743	5505
744	6035
745	7234
746	7125
747	5486
748	6718
749	7058
750	5585
751	6381
752	6962
753	6385
754	5545
755	7389
756	7186
757	5702
758	7085
759	5946
760	5604
761	6988
762	6665
763	6649
764	6493
765	5608
766	6893
767	7284
